"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Clark County, IN"	"18019"	"2000"	"2000"	10	96472	Unreliable
	"Clark County, IN"	"18019"	"2002"	"2002"	14	97935	Unreliable
	"Delaware County, IN"	"18035"	"2000"	"2000"	12	118769	Unreliable
	"Delaware County, IN"	"18035"	"2002"	"2002"	15	119949	Unreliable
	"Elkhart County, IN"	"18039"	"1999"	"1999"	15	180645	Unreliable
	"Elkhart County, IN"	"18039"	"2000"	"2000"	16	182791	Unreliable
	"Elkhart County, IN"	"18039"	"2002"	"2002"	11	184543	Unreliable
	"Floyd County, IN"	"18043"	"2002"	"2002"	11	71407	Unreliable
	"Grant County, IN"	"18053"	"2000"	"2000"	10	73403	Unreliable
	"Grant County, IN"	"18053"	"2002"	"2002"	14	72425	Unreliable
	"Hamilton County, IN"	"18057"	"1999"	"1999"	14	175348	Unreliable
	"Hamilton County, IN"	"18057"	"2000"	"2000"	14	182740	Unreliable
	"Henry County, IN"	"18065"	"2001"	"2001"	11	48397	Unreliable
	"Howard County, IN"	"18067"	"1999"	"1999"	11	84772	Unreliable
	"Howard County, IN"	"18067"	"2002"	"2002"	10	84563	Unreliable
	"Johnson County, IN"	"18081"	"2000"	"2000"	11	115209	Unreliable
	"Johnson County, IN"	"18081"	"2002"	"2002"	11	120447	Unreliable
	"Lake County, IN"	"18089"	"1999"	"1999"	52	484792	10.7
	"Lake County, IN"	"18089"	"2000"	"2000"	62	484564	12.8
	"Lake County, IN"	"18089"	"2001"	"2001"	48	484454	9.9
	"Lake County, IN"	"18089"	"2002"	"2002"	38	484520	7.8
	"La Porte County, IN"	"18091"	"1999"	"1999"	11	110028	Unreliable
	"La Porte County, IN"	"18091"	"2001"	"2001"	11	110077	Unreliable
	"Madison County, IN"	"18095"	"1999"	"1999"	13	133334	Unreliable
	"Madison County, IN"	"18095"	"2000"	"2000"	16	133358	Unreliable
	"Madison County, IN"	"18095"	"2001"	"2001"	29	132920	21.8
	"Madison County, IN"	"18095"	"2002"	"2002"	24	132433	18.1
	"Marion County, IN"	"18097"	"1999"	"1999"	142	857461	16.6
	"Marion County, IN"	"18097"	"2000"	"2000"	178	860454	20.7
	"Marion County, IN"	"18097"	"2001"	"2001"	178	865662	20.6
	"Marion County, IN"	"18097"	"2002"	"2002"	176	866210	20.3
	"Monroe County, IN"	"18105"	"2001"	"2001"	14	121696	Unreliable
	"Monroe County, IN"	"18105"	"2002"	"2002"	11	122628	Unreliable
	"Porter County, IN"	"18127"	"1999"	"1999"	14	145815	Unreliable
	"Porter County, IN"	"18127"	"2001"	"2001"	11	148372	Unreliable
	"St. Joseph County, IN"	"18141"	"1999"	"1999"	34	264952	12.8
	"St. Joseph County, IN"	"18141"	"2000"	"2000"	32	265559	12.1
	"St. Joseph County, IN"	"18141"	"2001"	"2001"	23	265502	8.7
	"St. Joseph County, IN"	"18141"	"2002"	"2002"	28	265090	10.6
	"Tippecanoe County, IN"	"18157"	"1999"	"1999"	11	147779	Unreliable
	"Tippecanoe County, IN"	"18157"	"2001"	"2001"	11	151095	Unreliable
	"Tippecanoe County, IN"	"18157"	"2002"	"2002"	13	152348	Unreliable
	"Vanderburgh County, IN"	"18163"	"1999"	"1999"	26	171966	15.1
	"Vanderburgh County, IN"	"18163"	"2000"	"2000"	22	171922	12.8
	"Vanderburgh County, IN"	"18163"	"2001"	"2001"	15	172449	Unreliable
	"Vanderburgh County, IN"	"18163"	"2002"	"2002"	26	173067	15.0
	"Vigo County, IN"	"18167"	"2000"	"2000"	13	105848	Unreliable
	"Vigo County, IN"	"18167"	"2001"	"2001"	13	105482	Unreliable
	"Vigo County, IN"	"18167"	"2002"	"2002"	15	105221	Unreliable
	"Wayne County, IN"	"18177"	"1999"	"1999"	13	71244	Unreliable
	"Wayne County, IN"	"18177"	"2002"	"2002"	12	70545	Unreliable
	"Black Hawk County, IA"	"19013"	"2000"	"2000"	10	128012	Unreliable
	"Black Hawk County, IA"	"19013"	"2001"	"2001"	14	127765	Unreliable
	"Black Hawk County, IA"	"19013"	"2002"	"2002"	16	126876	Unreliable
	"Cerro Gordo County, IA"	"19033"	"2002"	"2002"	11	45430	Unreliable
	"Johnson County, IA"	"19103"	"2001"	"2001"	11	113546	Unreliable
	"Johnson County, IA"	"19103"	"2002"	"2002"	11	114948	Unreliable
	"Linn County, IA"	"19113"	"1999"	"1999"	14	189931	Unreliable
	"Linn County, IA"	"19113"	"2000"	"2000"	11	191701	Unreliable
	"Linn County, IA"	"19113"	"2001"	"2001"	20	194359	10.3
	"Linn County, IA"	"19113"	"2002"	"2002"	17	195987	Unreliable
	"Polk County, IA"	"19153"	"1999"	"1999"	41	370592	11.1
	"Polk County, IA"	"19153"	"2000"	"2000"	32	374601	8.5
	"Polk County, IA"	"19153"	"2001"	"2001"	32	380108	8.4
	"Polk County, IA"	"19153"	"2002"	"2002"	48	384355	12.5
	"Pottawattamie County, IA"	"19155"	"2002"	"2002"	11	88447	Unreliable
	"Scott County, IA"	"19163"	"1999"	"1999"	18	158765	Unreliable
	"Scott County, IA"	"19163"	"2000"	"2000"	21	158668	13.2
	"Scott County, IA"	"19163"	"2001"	"2001"	20	158203	12.6
	"Scott County, IA"	"19163"	"2002"	"2002"	20	158086	12.7
	"Woodbury County, IA"	"19193"	"1999"	"1999"	11	103801	Unreliable
	"Woodbury County, IA"	"19193"	"2000"	"2000"	14	103877	Unreliable
	"Woodbury County, IA"	"19193"	"2001"	"2001"	13	103129	Unreliable
	"Woodbury County, IA"	"19193"	"2002"	"2002"	16	102666	Unreliable
	"Douglas County, KS"	"20045"	"2001"	"2001"	10	101269	Unreliable
	"Douglas County, KS"	"20045"	"2002"	"2002"	10	102552	Unreliable
	"Johnson County, KS"	"20091"	"1999"	"1999"	32	443434	7.2
	"Johnson County, KS"	"20091"	"2000"	"2000"	35	451086	7.8
	"Johnson County, KS"	"20091"	"2001"	"2001"	55	463554	11.9
	"Johnson County, KS"	"20091"	"2002"	"2002"	48	475239	10.1
	"Leavenworth County, KS"	"20103"	"2001"	"2001"	13	69906	Unreliable
	"Leavenworth County, KS"	"20103"	"2002"	"2002"	14	70793	Unreliable
	"Montgomery County, KS"	"20125"	"2000"	"2000"	10	36252	Unreliable
	"Riley County, KS"	"20161"	"2001"	"2001"	10	62962	Unreliable
	"Sedgwick County, KS"	"20173"	"1999"	"1999"	47	451808	10.4
	"Sedgwick County, KS"	"20173"	"2000"	"2000"	49	452869	10.8
	"Sedgwick County, KS"	"20173"	"2001"	"2001"	69	456887	15.1
	"Sedgwick County, KS"	"20173"	"2002"	"2002"	81	461020	17.6
	"Shawnee County, KS"	"20177"	"1999"	"1999"	18	169499	Unreliable
	"Shawnee County, KS"	"20177"	"2000"	"2000"	26	169871	15.3
	"Shawnee County, KS"	"20177"	"2001"	"2001"	25	170320	14.7
	"Shawnee County, KS"	"20177"	"2002"	"2002"	42	170349	24.7
	"Wyandotte County, KS"	"20209"	"1999"	"1999"	10	157980	Unreliable
	"Wyandotte County, KS"	"20209"	"2000"	"2000"	16	157882	Unreliable
	"Wyandotte County, KS"	"20209"	"2001"	"2001"	20	158372	12.6
	"Wyandotte County, KS"	"20209"	"2002"	"2002"	27	157498	17.1
	"Bell County, KY"	"21013"	"2000"	"2000"	10	30060	Unreliable
	"Bell County, KY"	"21013"	"2002"	"2002"	10	29691	Unreliable
	"Boone County, KY"	"21015"	"2002"	"2002"	13	93323	Unreliable
	"Boyd County, KY"	"21019"	"2001"	"2001"	13	49595	Unreliable
	"Boyd County, KY"	"21019"	"2002"	"2002"	11	49578	Unreliable
	"Campbell County, KY"	"21037"	"1999"	"1999"	14	88545	Unreliable
	"Campbell County, KY"	"21037"	"2000"	"2000"	15	88616	Unreliable
	"Campbell County, KY"	"21037"	"2001"	"2001"	14	88843	Unreliable
	"Campbell County, KY"	"21037"	"2002"	"2002"	17	88596	Unreliable
	"Christian County, KY"	"21047"	"2001"	"2001"	13	73397	Unreliable
	"Clark County, KY"	"21049"	"2002"	"2002"	12	33407	Unreliable
	"Daviess County, KY"	"21059"	"1999"	"1999"	12	91325	Unreliable
	"Daviess County, KY"	"21059"	"2000"	"2000"	20	91545	21.8
	"Daviess County, KY"	"21059"	"2001"	"2001"	15	91707	Unreliable
	"Daviess County, KY"	"21059"	"2002"	"2002"	19	91821	Unreliable
	"Fayette County, KY"	"21067"	"1999"	"1999"	31	258704	12.0
	"Fayette County, KY"	"21067"	"2000"	"2000"	36	260512	13.8
	"Fayette County, KY"	"21067"	"2001"	"2001"	44	263990	16.7
	"Fayette County, KY"	"21067"	"2002"	"2002"	46	265822	17.3
	"Floyd County, KY"	"21071"	"2001"	"2001"	11	41844	Unreliable
	"Floyd County, KY"	"21071"	"2002"	"2002"	15	41671	Unreliable
	"Franklin County, KY"	"21073"	"2002"	"2002"	10	48293	Unreliable
	"Hardin County, KY"	"21093"	"2001"	"2001"	16	93715	Unreliable
	"Harlan County, KY"	"21095"	"2000"	"2000"	10	33202	Unreliable
	"Harlan County, KY"	"21095"	"2001"	"2001"	14	32184	Unreliable
	"Jefferson County, KY"	"21111"	"1999"	"1999"	94	691879	13.6
	"Jefferson County, KY"	"21111"	"2000"	"2000"	98	693604	14.1
	"Jefferson County, KY"	"21111"	"2001"	"2001"	111	697159	15.9
	"Jefferson County, KY"	"21111"	"2002"	"2002"	108	699810	15.4
	"Kenton County, KY"	"21117"	"1999"	"1999"	19	150914	Unreliable
	"Kenton County, KY"	"21117"	"2000"	"2000"	24	151464	15.8
	"Kenton County, KY"	"21117"	"2001"	"2001"	31	151974	20.4
	"Kenton County, KY"	"21117"	"2002"	"2002"	36	151777	23.7
	"McCracken County, KY"	"21145"	"2000"	"2000"	14	65514	Unreliable
	"McCracken County, KY"	"21145"	"2002"	"2002"	12	64588	Unreliable
	"Perry County, KY"	"21193"	"2002"	"2002"	12	29180	Unreliable
	"Pike County, KY"	"21195"	"1999"	"1999"	12	69502	Unreliable
	"Pike County, KY"	"21195"	"2000"	"2000"	17	68736	Unreliable
	"Pike County, KY"	"21195"	"2001"	"2001"	13	67607	Unreliable
	"Pike County, KY"	"21195"	"2002"	"2002"	15	67438	Unreliable
	"Pulaski County, KY"	"21199"	"2002"	"2002"	12	57545	Unreliable
	"Scott County, KY"	"21209"	"2001"	"2001"	10	34547	Unreliable
	"Warren County, KY"	"21227"	"2001"	"2001"	12	94211	Unreliable
	"Warren County, KY"	"21227"	"2002"	"2002"	16	95576	Unreliable
	"Acadia Parish, LA"	"22001"	"2002"	"2002"	11	59065	Unreliable
	"Bossier Parish, LA"	"22015"	"1999"	"1999"	12	97284	Unreliable
	"Bossier Parish, LA"	"22015"	"2000"	"2000"	13	98310	Unreliable
	"Bossier Parish, LA"	"22015"	"2002"	"2002"	14	102227	Unreliable
	"Caddo Parish, LA"	"22017"	"1999"	"1999"	38	251876	15.1
	"Caddo Parish, LA"	"22017"	"2000"	"2000"	49	252161	19.4
	"Caddo Parish, LA"	"22017"	"2001"	"2001"	39	249815	15.6
	"Caddo Parish, LA"	"22017"	"2002"	"2002"	53	248753	21.3
	"Calcasieu Parish, LA"	"22019"	"1999"	"1999"	24	183417	13.1
	"Calcasieu Parish, LA"	"22019"	"2000"	"2000"	14	183577	Unreliable
	"Calcasieu Parish, LA"	"22019"	"2001"	"2001"	25	183296	13.6
	"Calcasieu Parish, LA"	"22019"	"2002"	"2002"	21	183487	11.4
	"East Baton Rouge Parish, LA"	"22033"	"1999"	"1999"	49	412110	11.9
	"East Baton Rouge Parish, LA"	"22033"	"2000"	"2000"	35	412852	8.5
	"East Baton Rouge Parish, LA"	"22033"	"2001"	"2001"	32	411666	7.8
	"East Baton Rouge Parish, LA"	"22033"	"2002"	"2002"	30	411024	7.3
	"Jefferson Parish, LA"	"22051"	"1999"	"1999"	73	457571	16.0
	"Jefferson Parish, LA"	"22051"	"2000"	"2000"	107	455466	23.5
	"Jefferson Parish, LA"	"22051"	"2001"	"2001"	86	453154	19.0
	"Jefferson Parish, LA"	"22051"	"2002"	"2002"	116	453429	25.6
	"Lafayette Parish, LA"	"22055"	"1999"	"1999"	17	190049	Unreliable
	"Lafayette Parish, LA"	"22055"	"2000"	"2000"	21	190503	11.0
	"Lafayette Parish, LA"	"22055"	"2001"	"2001"	22	191725	11.5
	"Lafayette Parish, LA"	"22055"	"2002"	"2002"	28	194565	14.4
	"Lafourche Parish, LA"	"22057"	"2000"	"2000"	12	89974	Unreliable
	"Lafourche Parish, LA"	"22057"	"2001"	"2001"	10	90105	Unreliable
	"Livingston Parish, LA"	"22063"	"2000"	"2000"	12	91814	Unreliable
	"Livingston Parish, LA"	"22063"	"2001"	"2001"	12	95597	Unreliable
	"Livingston Parish, LA"	"22063"	"2002"	"2002"	16	99007	Unreliable
	"Orleans Parish, LA"	"22071"	"1999"	"1999"	105	485511	21.6
	"Orleans Parish, LA"	"22071"	"2000"	"2000"	93	484674	19.2
	"Orleans Parish, LA"	"22071"	"2001"	"2001"	88	487363	18.1
	"Orleans Parish, LA"	"22071"	"2002"	"2002"	94	489722	19.2
	"Ouachita Parish, LA"	"22073"	"1999"	"1999"	12	147190	Unreliable
	"Ouachita Parish, LA"	"22073"	"2000"	"2000"	12	147250	Unreliable
	"Ouachita Parish, LA"	"22073"	"2001"	"2001"	21	146789	14.3
	"Ouachita Parish, LA"	"22073"	"2002"	"2002"	19	147728	Unreliable
	"Rapides Parish, LA"	"22079"	"2000"	"2000"	10	126337	Unreliable
	"Rapides Parish, LA"	"22079"	"2001"	"2001"	15	126206	Unreliable
	"Rapides Parish, LA"	"22079"	"2002"	"2002"	11	126283	Unreliable
	"St. Bernard Parish, LA"	"22087"	"1999"	"1999"	12	67659	Unreliable
	"St. Bernard Parish, LA"	"22087"	"2000"	"2000"	13	67229	Unreliable
	"St. Bernard Parish, LA"	"22087"	"2001"	"2001"	18	68028	Unreliable
	"St. Bernard Parish, LA"	"22087"	"2002"	"2002"	46	68964	66.7
	"St. Landry Parish, LA"	"22097"	"1999"	"1999"	10	87034	Unreliable
	"St. Landry Parish, LA"	"22097"	"2001"	"2001"	10	86416	Unreliable
	"St. Landry Parish, LA"	"22097"	"2002"	"2002"	15	85713	Unreliable
	"St. Tammany Parish, LA"	"22103"	"1999"	"1999"	25	188947	13.2
	"St. Tammany Parish, LA"	"22103"	"2000"	"2000"	21	191268	11.0
	"St. Tammany Parish, LA"	"22103"	"2001"	"2001"	38	195622	19.4
	"St. Tammany Parish, LA"	"22103"	"2002"	"2002"	40	200701	19.9
	"Tangipahoa Parish, LA"	"22105"	"1999"	"1999"	13	99643	Unreliable
	"Tangipahoa Parish, LA"	"22105"	"2001"	"2001"	12	101657	Unreliable
	"Tangipahoa Parish, LA"	"22105"	"2002"	"2002"	11	102511	Unreliable
	"Terrebonne Parish, LA"	"22109"	"2001"	"2001"	12	105255	Unreliable
	"Washington Parish, LA"	"22117"	"1999"	"1999"	10	43884	Unreliable
	"Washington Parish, LA"	"22117"	"2001"	"2001"	13	43992	Unreliable
	"Washington Parish, LA"	"22117"	"2002"	"2002"	17	44156	Unreliable
	"Androscoggin County, ME"	"23001"	"2001"	"2001"	23	104260	22.1
	"Androscoggin County, ME"	"23001"	"2002"	"2002"	19	105063	Unreliable
	"Cumberland County, ME"	"23005"	"1999"	"1999"	40	263931	15.2
	"Cumberland County, ME"	"23005"	"2000"	"2000"	43	265612	16.2
	"Cumberland County, ME"	"23005"	"2001"	"2001"	40	268391	14.9
	"Cumberland County, ME"	"23005"	"2002"	"2002"	68	270533	25.1
	"Hancock County, ME"	"23009"	"2002"	"2002"	11	52327	Unreliable
	"Kennebec County, ME"	"23011"	"1999"	"1999"	25	116679	21.4
	"Kennebec County, ME"	"23011"	"2001"	"2001"	23	118024	19.5
	"Kennebec County, ME"	"23011"	"2002"	"2002"	26	118611	21.9
	"Knox County, ME"	"23013"	"2000"	"2000"	10	39618	Unreliable
	"Knox County, ME"	"23013"	"2001"	"2001"	10	39884	Unreliable
	"Knox County, ME"	"23013"	"2002"	"2002"	10	40258	Unreliable
	"Oxford County, ME"	"23017"	"2001"	"2001"	11	55157	Unreliable
	"Penobscot County, ME"	"23019"	"1999"	"1999"	32	144902	22.1
	"Penobscot County, ME"	"23019"	"2000"	"2000"	22	144919	15.2
	"Penobscot County, ME"	"23019"	"2001"	"2001"	16	146110	Unreliable
	"Penobscot County, ME"	"23019"	"2002"	"2002"	25	147298	17.0
	"Washington County, ME"	"23029"	"2002"	"2002"	10	33345	Unreliable
	"York County, ME"	"23031"	"1999"	"1999"	22	182817	12.0
	"York County, ME"	"23031"	"2000"	"2000"	26	186742	13.9
	"York County, ME"	"23031"	"2001"	"2001"	23	191261	12.0
	"York County, ME"	"23031"	"2002"	"2002"	35	194100	18.0
	"Allegany County, MD"	"24001"	"2001"	"2001"	14	74525	Unreliable
	"Allegany County, MD"	"24001"	"2002"	"2002"	13	74204	Unreliable
	"Anne Arundel County, MD"	"24003"	"1999"	"1999"	68	484800	14.0
	"Anne Arundel County, MD"	"24003"	"2000"	"2000"	83	489656	17.0
	"Anne Arundel County, MD"	"24003"	"2001"	"2001"	70	498559	14.0
	"Anne Arundel County, MD"	"24003"	"2002"	"2002"	92	504884	18.2
	"Baltimore County, MD"	"24005"	"1999"	"1999"	151	749425	20.1
	"Baltimore County, MD"	"24005"	"2000"	"2000"	145	754292	19.2
	"Baltimore County, MD"	"24005"	"2001"	"2001"	172	762925	22.5
	"Baltimore County, MD"	"24005"	"2002"	"2002"	183	770147	23.8
	"Calvert County, MD"	"24009"	"2001"	"2001"	11	77218	Unreliable
	"Carroll County, MD"	"24013"	"1999"	"1999"	14	149149	Unreliable
	"Carroll County, MD"	"24013"	"2000"	"2000"	16	150897	Unreliable
	"Carroll County, MD"	"24013"	"2001"	"2001"	20	154037	13.0
	"Carroll County, MD"	"24013"	"2002"	"2002"	24	157930	15.2
	"Cecil County, MD"	"24015"	"1999"	"1999"	19	84591	Unreliable
	"Cecil County, MD"	"24015"	"2000"	"2000"	18	85951	Unreliable
	"Cecil County, MD"	"24015"	"2001"	"2001"	14	88228	Unreliable
	"Cecil County, MD"	"24015"	"2002"	"2002"	23	90061	25.5
	"Charles County, MD"	"24017"	"1999"	"1999"	11	118571	Unreliable
	"Charles County, MD"	"24017"	"2000"	"2000"	11	120546	Unreliable
	"Charles County, MD"	"24017"	"2001"	"2001"	10	124745	Unreliable
	"Charles County, MD"	"24017"	"2002"	"2002"	24	128079	18.7
	"Dorchester County, MD"	"24019"	"2000"	"2000"	11	30674	Unreliable
	"Frederick County, MD"	"24021"	"1999"	"1999"	12	191606	Unreliable
	"Frederick County, MD"	"24021"	"2000"	"2000"	12	195277	Unreliable
	"Frederick County, MD"	"24021"	"2001"	"2001"	21	202315	10.4
	"Frederick County, MD"	"24021"	"2002"	"2002"	21	209194	10.0
	"Harford County, MD"	"24025"	"1999"	"1999"	25	216408	11.6
	"Harford County, MD"	"24025"	"2000"	"2000"	25	218590	11.4
	"Harford County, MD"	"24025"	"2001"	"2001"	42	222753	18.9
	"Harford County, MD"	"24025"	"2002"	"2002"	41	227369	18.0
	"Howard County, MD"	"24027"	"1999"	"1999"	22	243007	9.1
	"Howard County, MD"	"24027"	"2000"	"2000"	24	247842	9.7
	"Howard County, MD"	"24027"	"2001"	"2001"	18	255211	Unreliable
	"Howard County, MD"	"24027"	"2002"	"2002"	23	259532	8.9
	"Montgomery County, MD"	"24031"	"1999"	"1999"	67	862350	7.8
	"Montgomery County, MD"	"24031"	"2000"	"2000"	49	873341	5.6
	"Montgomery County, MD"	"24031"	"2001"	"2001"	62	891764	7.0
	"Montgomery County, MD"	"24031"	"2002"	"2002"	55	903140	6.1
	"Prince George's County, MD"	"24033"	"1999"	"1999"	96	795048	12.1
	"Prince George's County, MD"	"24033"	"2000"	"2000"	82	801515	10.2
	"Prince George's County, MD"	"24033"	"2001"	"2001"	67	817360	8.2
	"Prince George's County, MD"	"24033"	"2002"	"2002"	87	828893	10.5
	"St. Mary's County, MD"	"24037"	"2000"	"2000"	13	86211	Unreliable
	"Washington County, MD"	"24043"	"1999"	"1999"	13	131178	Unreliable
	"Washington County, MD"	"24043"	"2000"	"2000"	19	131923	Unreliable
	"Washington County, MD"	"24043"	"2001"	"2001"	20	133093	15.0
	"Washington County, MD"	"24043"	"2002"	"2002"	16	134831	Unreliable
	"Wicomico County, MD"	"24045"	"2002"	"2002"	11	86679	Unreliable
	"Worcester County, MD"	"24047"	"2000"	"2000"	13	46543	Unreliable
	"Worcester County, MD"	"24047"	"2002"	"2002"	10	48752	Unreliable
	"Baltimore city, MD"	"24510"	"1999"	"1999"	418	657441	63.6
	"Baltimore city, MD"	"24510"	"2000"	"2000"	384	651154	59.0
	"Baltimore city, MD"	"24510"	"2001"	"2001"	362	640733	56.5
	"Baltimore city, MD"	"24510"	"2002"	"2002"	388	634115	61.2
	"Barnstable County, MA"	"25001"	"1999"	"1999"	30	218960	13.7
	"Barnstable County, MA"	"25001"	"2000"	"2000"	24	222230	10.8
	"Barnstable County, MA"	"25001"	"2001"	"2001"	39	224087	17.4
	"Barnstable County, MA"	"25001"	"2002"	"2002"	53	225421	23.5
	"Berkshire County, MA"	"25003"	"1999"	"1999"	18	135227	Unreliable
	"Berkshire County, MA"	"25003"	"2000"	"2000"	17	134953	Unreliable
	"Berkshire County, MA"	"25003"	"2001"	"2001"	24	133928	17.9
	"Berkshire County, MA"	"25003"	"2002"	"2002"	20	133529	15.0
	"Bristol County, MA"	"25005"	"1999"	"1999"	80	531208	15.1
	"Bristol County, MA"	"25005"	"2000"	"2000"	84	534678	15.7
	"Bristol County, MA"	"25005"	"2001"	"2001"	114	538282	21.2
	"Bristol County, MA"	"25005"	"2002"	"2002"	121	542721	22.3
	"Essex County, MA"	"25009"	"1999"	"1999"	94	718629	13.1
	"Essex County, MA"	"25009"	"2000"	"2000"	112	723419	15.5
	"Essex County, MA"	"25009"	"2001"	"2001"	135	730206	18.5
	"Essex County, MA"	"25009"	"2002"	"2002"	127	732232	17.3
	"Franklin County, MA"	"25011"	"2000"	"2000"	11	71535	Unreliable
	"Franklin County, MA"	"25011"	"2001"	"2001"	10	71557	Unreliable
	"Hampden County, MA"	"25013"	"1999"	"1999"	67	455391	14.7
	"Hampden County, MA"	"25013"	"2000"	"2000"	71	456228	15.6
	"Hampden County, MA"	"25013"	"2001"	"2001"	86	456557	18.8
	"Hampden County, MA"	"25013"	"2002"	"2002"	80	458780	17.4
	"Hampshire County, MA"	"25015"	"1999"	"1999"	19	151756	Unreliable
	"Hampshire County, MA"	"25015"	"2000"	"2000"	16	152251	Unreliable
	"Hampshire County, MA"	"25015"	"2001"	"2001"	13	152518	Unreliable
	"Hampshire County, MA"	"25015"	"2002"	"2002"	14	153461	Unreliable
	"Middlesex County, MA"	"25017"	"1999"	"1999"	159	1459797	10.9
	"Middlesex County, MA"	"25017"	"2000"	"2000"	154	1465396	10.5
	"Middlesex County, MA"	"25017"	"2001"	"2001"	204	1473021	13.8
	"Middlesex County, MA"	"25017"	"2002"	"2002"	224	1468488	15.3
	"Norfolk County, MA"	"25021"	"1999"	"1999"	82	648262	12.6
	"Norfolk County, MA"	"25021"	"2000"	"2000"	53	650308	8.1
	"Norfolk County, MA"	"25021"	"2001"	"2001"	79	653137	12.1
	"Norfolk County, MA"	"25021"	"2002"	"2002"	86	653860	13.2
	"Plymouth County, MA"	"25023"	"1999"	"1999"	61	469065	13.0
	"Plymouth County, MA"	"25023"	"2000"	"2000"	54	472822	11.4
	"Plymouth County, MA"	"25023"	"2001"	"2001"	61	478222	12.8
	"Plymouth County, MA"	"25023"	"2002"	"2002"	85	482092	17.6
	"Suffolk County, MA"	"25025"	"1999"	"1999"	124	689109	18.0
	"Suffolk County, MA"	"25025"	"2000"	"2000"	121	689807	17.5
	"Suffolk County, MA"	"25025"	"2001"	"2001"	158	700232	22.6
	"Suffolk County, MA"	"25025"	"2002"	"2002"	162	701333	23.1
	"Worcester County, MA"	"25027"	"1999"	"1999"	122	744571	16.4
	"Worcester County, MA"	"25027"	"2000"	"2000"	106	750963	14.1
	"Worcester County, MA"	"25027"	"2001"	"2001"	134	761211	17.6
	"Worcester County, MA"	"25027"	"2002"	"2002"	140	768490	18.2
	"Allegan County, MI"	"26005"	"2000"	"2000"	14	105665	Unreliable
	"Allegan County, MI"	"26005"	"2001"	"2001"	11	107367	Unreliable
	"Allegan County, MI"	"26005"	"2002"	"2002"	10	108203	Unreliable
	"Bay County, MI"	"26017"	"2001"	"2001"	13	109836	Unreliable
	"Bay County, MI"	"26017"	"2002"	"2002"	15	109861	Unreliable
	"Berrien County, MI"	"26021"	"1999"	"1999"	31	162028	19.1
	"Berrien County, MI"	"26021"	"2000"	"2000"	18	162453	Unreliable
	"Berrien County, MI"	"26021"	"2001"	"2001"	24	161153	14.9
	"Berrien County, MI"	"26021"	"2002"	"2002"	25	160604	15.6
	"Calhoun County, MI"	"26025"	"1999"	"1999"	21	138021	15.2
	"Calhoun County, MI"	"26025"	"2000"	"2000"	28	137985	20.3
	"Calhoun County, MI"	"26025"	"2001"	"2001"	30	138158	21.7
	"Calhoun County, MI"	"26025"	"2002"	"2002"	47	138580	33.9
	"Eaton County, MI"	"26045"	"2002"	"2002"	10	105794	Unreliable
	"Genesee County, MI"	"26049"	"1999"	"1999"	67	434409	15.4
	"Genesee County, MI"	"26049"	"2000"	"2000"	89	436141	20.4
	"Genesee County, MI"	"26049"	"2001"	"2001"	113	438584	25.8
	"Genesee County, MI"	"26049"	"2002"	"2002"	86	440062	19.5
	"Grand Traverse County, MI"	"26055"	"2000"	"2000"	10	77654	Unreliable
	"Grand Traverse County, MI"	"26055"	"2002"	"2002"	15	81013	Unreliable
	"Ingham County, MI"	"26065"	"1999"	"1999"	22	280035	7.9
	"Ingham County, MI"	"26065"	"2000"	"2000"	37	279320	13.2
	"Ingham County, MI"	"26065"	"2001"	"2001"	39	281105	13.9
	"Ingham County, MI"	"26065"	"2002"	"2002"	33	282030	11.7
	"Isabella County, MI"	"26073"	"2002"	"2002"	11	64907	Unreliable
	"Jackson County, MI"	"26075"	"1999"	"1999"	20	157085	12.7
	"Jackson County, MI"	"26075"	"2000"	"2000"	16	158422	Unreliable
	"Jackson County, MI"	"26075"	"2001"	"2001"	24	159772	15.0
	"Jackson County, MI"	"26075"	"2002"	"2002"	20	160893	12.4
	"Kalamazoo County, MI"	"26077"	"1999"	"1999"	18	237581	Unreliable
	"Kalamazoo County, MI"	"26077"	"2000"	"2000"	30	238603	12.6
	"Kalamazoo County, MI"	"26077"	"2001"	"2001"	16	240080	Unreliable
	"Kalamazoo County, MI"	"26077"	"2002"	"2002"	30	241937	12.4
	"Kent County, MI"	"26081"	"1999"	"1999"	54	568731	9.5
	"Kent County, MI"	"26081"	"2000"	"2000"	71	574335	12.4
	"Kent County, MI"	"26081"	"2001"	"2001"	78	581224	13.4
	"Kent County, MI"	"26081"	"2002"	"2002"	80	584940	13.7
	"Lenawee County, MI"	"26091"	"2000"	"2000"	11	98890	Unreliable
	"Livingston County, MI"	"26093"	"1999"	"1999"	10	153033	Unreliable
	"Livingston County, MI"	"26093"	"2000"	"2000"	18	156951	Unreliable
	"Livingston County, MI"	"26093"	"2001"	"2001"	19	163146	Unreliable
	"Livingston County, MI"	"26093"	"2002"	"2002"	29	167833	17.3
	"Macomb County, MI"	"26099"	"1999"	"1999"	130	783828	16.6
	"Macomb County, MI"	"26099"	"2000"	"2000"	137	788149	17.4
	"Macomb County, MI"	"26099"	"2001"	"2001"	138	800571	17.2
	"Macomb County, MI"	"26099"	"2002"	"2002"	155	808457	19.2
	"Marquette County, MI"	"26103"	"1999"	"1999"	11	64410	Unreliable
